Date,Open,High,Low,Close,Volume,MA5,MA20,MACD,MACD_Signal,MACD_Hist,RSI,Upper,Middle,Lower,Volume_MA5,CRSI,Kalman_Price,Kalman_Trend,FFT_21,FFT_63
2020-01-02,27.5239999786975,27.798102886433504,27.351609629398816,27.788619995117188,20329000.0,,,,,,,,,,,,27.788619995117188,0.0,27.788619995117188,27.788619995117188
2020-01-03,27.367988161158237,27.582615864339612,27.072338286299132,27.081819534301758,22870000.0,,,,,,,,,,,,27.16744361027044,-0.4980175015444536,27.081819534301758,27.081819534301758
2020-01-06,26.793925291853615,27.058546979239676,26.688766789953885,27.04130744934082,20789000.0,,,,,,,,,,,,26.96116412696088,-0.33398507324433113,27.04130744934082,27.04130744934082
2020-01-07,27.17318399443592,27.28782537707801,26.91459764818756,26.948213577270508,18565000.0,,,,,,,,,,,,26.848389614821386,-0.23611503402291664,26.948213577270508,26.948213577270508
2020-01-08,26.977516591209636,27.02147688852958,26.583601813624117,26.61204719543457,31979000.0,27.094401550292968,,,,,,27.863272507956964,27.094401550292968,26.325530592628972,22906400.0,,26.612133026525107,-0.2361704212914927,26.61204719543457,26.61204719543457
2020-01-09,26.92063338332768,26.978383998648294,26.12159944063266,26.398286819458008,42397000.0,26.816334915161132,,,,,,27.349239700958833,26.816334915161132,26.28343012936343,27320000.0,,26.38899651509181,-0.23127587285748563,26.398286819458008,26.398286819458008
2020-01-10,26.328462068843958,26.337081831362784,25.755260191729004,25.79146385192871,40705000.0,26.558263778686523,,,,,,27.453522152230892,26.558263778686523,25.663005405142155,30887000.0,,25.950699374100914,-0.3088235806702764,25.79146385192871,25.79146385192871
2020-01-13,25.860428568610526,26.186246818019477,25.83025856813165,25.96041488647461,22054000.0,26.34208526611328,,,,,,27.186969072524533,26.34208526611328,25.497201459702026,31140000.0,,25.8196760731918,-0.24177992441954366,25.96041488647461,25.96041488647461
2020-01-14,26.031088743728994,26.64738781504013,25.995748209146225,26.563777923583984,28911000.0,26.265198135375975,,,,,,26.925188291875365,26.265198135375975,25.605207978876585,33209200.0,,26.12628783167629,-0.03403833881715046,26.563777923583984,26.563777923583984
2020-01-15,26.48879190407153,26.53792275163858,25.919037491054596,26.12935447692871,22733000.0,26.168659591674803,,,,,,26.73153402550323,26.168659591674803,25.605785157846377,31360000.0,,26.11287798813456,-0.026211439380123602,26.12935447692871,26.12935447692871
