Date,Open,High,Low,Close,Volume,MA5,MA20,MA50,MA200,EMA12,EMA26,MACD,MACD_Signal,MACD_Hist,RSI,Upper,Middle,Lower,ATR,Volume_MA5,CRSI,Kalman_Price,Kalman_Trend,FFT_21,FFT_63
2020-01-02,59.599998474121094,60.119998931884766,59.599998474121094,60.040000915527344,8432600.0,,,,,,,,,,,,,,,,,60.040000915527344,0.0,60.040000915527344,60.040000915527344
2020-01-03,58.970001220703125,58.97999954223633,58.040000915527344,58.060001373291016,10546400.0,,,,,,,,,,,,,,,,,58.29986487171999,-1.395124196645362,58.060001373291016,58.060001373291016
2020-01-06,57.599998474121094,57.689998626708984,57.130001068115234,57.38999938964844,8897200.0,,,,,,,,,,,,,,,,,57.28542236103101,-1.181082359607403,57.38999938964844,57.38999938964844
2020-01-07,57.45000076293945,58.599998474121094,56.7400016784668,58.31999969482422,7444300.0,,,,,,,,,,,,,,,,,57.63105220224441,-0.5056201112053926,58.31999969482422,58.31999969482422
2020-01-08,58.189998626708984,58.97999954223633,58.11000061035156,58.75,5381500.0,58.512000274658206,,,,,,,,,,,,,,8140400.0,,58.13677479989886,-0.10990256126929288,58.75,58.75
2020-01-09,59.689998626708984,59.709999084472656,58.70000076293945,59.22999954223633,5112700.0,58.35,,,,,,,,,,,,,,7476420.0,,58.72931366234651,0.15388118496195796,59.22999954223633,59.22999954223633
2020-01-10,59.70000076293945,59.70000076293945,58.77000045776367,58.86000061035156,4807700.0,58.50999984741211,,,,,,,,,,,,,,6328680.0,,58.870084645735965,0.14897025919052226,58.86000061035156,58.86000061035156
2020-01-13,60.150001525878906,60.15999984741211,59.45000076293945,60.060001373291016,6613700.0,59.044000244140626,,,,,,,,,,,,,,5871980.0,,59.600084289806595,0.3680606588445841,60.060001373291016,60.060001373291016
2020-01-14,60.15999984741211,60.63999938964844,59.91999816894531,60.31999969482422,6715200.0,59.444000244140625,,,,,,,,,,,,,,5726160.0,,60.16386234735089,0.44220226967380716,60.31999969482422,60.31999969482422
2020-01-15,59.66999816894531,59.70000076293945,58.2599983215332,58.38999938964844,10075100.0,59.37200012207031,,,,,,,,,,,,,,6664880.0,,59.37404438526161,-0.025252982376546274,58.38999938964844,58.38999938964844
2020-01-16,59.20000076293945,59.689998626708984,58.29999923706055,58.75,11215700.0,59.27600021362305,,,,,,,,,,,,,,7885480.0,,59.01589995011014,-0.15156975628455568,58.75,58.75
