Date,Open,High,Low,Close,Volume,MA5,MA20,MA50,MA200,EMA12,EMA26,MACD,MACD_Signal,MACD_Hist,RSI,Upper,Middle,Lower,ATR,Volume_MA5,CRSI,Kalman_Price,Kalman_Trend,FFT_21,FFT_63
2020-01-02,74.05999755859375,75.1500015258789,73.79750061035156,75.0875015258789,135480400.0,,,,,,,,,,,,,,,,,75.0875015258789,0.0,75.0875015258789,75.0875015258789
2020-01-03,74.2874984741211,75.1449966430664,74.125,74.35749816894531,146322800.0,,,,,,,,,,,,,,,,,74.44593311820859,-0.514366455731654,74.35749816894531,74.35749816894531
2020-01-06,73.44750213623047,74.98999786376953,73.1875,74.94999694824219,118387200.0,,,,,,,,,,,,,,,,,74.73051729761322,-0.06514899149355291,74.94999694824219,74.94999694824219
2020-01-07,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,108872000.0,,,,,,,,,,,,,,,,,74.61860580900719,-0.08583809152399745,74.59750366210938,74.59750366210938
2020-01-08,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,132079200.0,74.95800018310547,,,,,,,,,,,,,,128228320.0,,75.32010223443527,0.22222967155865087,75.79750061035156,75.79750061035156
2020-01-09,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,170108400.0,75.42200012207032,,,,,,,,,,,,,,135153920.0,,76.63130410782978,0.6311650749150839,77.40750122070312,77.40750122070312
2020-01-10,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,140644800.0,76.06699981689454,,,,,,,,,,,,,,134018320.0,,77.44336000150074,0.6989246267977285,77.5824966430664,77.5824966430664
2020-01-13,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,121532000.0,76.925,,,,,,,,,,,,,,134647280.0,,78.7549997537771,0.9299628586126306,79.23999786376953,79.23999786376953
2020-01-14,79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,161954400.0,77.63949890136719,,,,,,,,,,,,,,145263760.0,,78.84227140751487,0.6107348095166916,78.16999816894531,78.16999816894531
2020-01-15,77.9625015258789,78.875,77.38749694824219,77.83499908447266,121923600.0,78.0469985961914,,,,,,,,,,,,,,143232640.0,,78.55347605076038,0.2694335144888932,77.83499908447266,77.83499908447266
2020-01-16,78.39749908447266,78.92500305175781,78.02249908447266,78.80999755859375,108829200.0,78.32749786376954,,,,,,,,,,,,,,130976800.0,,78.8157312780643,0.2667096894347151,78.80999755859375,78.80999755859375
2020-01-17,79.06749725341797,79.68499755859375,78.75,79.68250274658203,137816400.0,78.74749908447265,,,,76.95979118347168,,,,,,,,,,130411120.0,,79.41601532283595,0.39325214605432324,79.68250274658203,79.68250274658203
2020-01-21,79.29750061035156,79.75499725341797,79.0,79.14250183105469,110843200.0,78.72799987792969,,,,77.29559282156137,,,,,,,,,,128273360.0,,79.43865427832556,0.252684964662601,79.14250183105469,79.14250183105469
2020-01-22,79.6449966430664,79.99749755859375,79.32749938964844,79.42500305175781,101832400.0,78.97900085449218,,,,77.62319439543775,,,,,,,,,,116248960.0,,79.5433129519713,0.19654485535857458,79.42500305175781,79.42500305175781
2020-01-23,79.4800033569336,79.88999938964844,78.9124984741211,79.80750274658203,104472000.0,79.37350158691406,,,,77.95924183407533,,,,,71.90257027543723,,,,1.2533923557826452,112758640.0,,79.77745217453986,0.21080272953791077,79.80750274658203,79.80750274658203
2020-01-24,80.0625,80.8324966430664,79.37999725341797,79.57749938964844,146537600.0,79.527001953125,,,,78.20820453493273,,,,,70.28681461219325,,,,1.2676142867730589,120300320.0,,79.75997778191243,0.12422654091721926,79.57749938964844,79.57749938964844
2020-01-27,77.51499938964844,77.94249725341797,76.22000122070312,77.23750305175781,161940000.0,79.03800201416016,,,,78.05886584521352,,,,,56.40068186883339,,,,1.4168917069282199,125125040.0,,78.41330988802395,-0.43362752440423064,77.23750305175781,77.23750305175781
2020-01-28,78.1500015258789,79.5999984741211,78.04750061035156,79.42250061035156,162234000.0,79.09400177001953,,,,78.26865580908091,,,,,63.6268606073047,,,,1.4844348294592957,135403200.0,,78.78152253728568,-0.12951941198462102,79.42250061035156,79.42250061035156
2020-01-29,81.11250305175781,81.9625015258789,80.34500122070312,81.08499908447266,216229200.0,79.4260009765625,,,,78.70193938991041,,,,,67.9759668034226,,,,1.5598324070355847,158282560.0,,80.00413035099844,0.3832921914421821,81.08499908447266,81.08499908447266
2020-01-30,80.13500213623047,81.02249908447266,79.6875,80.96749877929688,126743200.0,79.65800018310547,78.00912513732911,,,79.05048698827756,,,,,67.36290752186036,82.08601101858311,78.00912513732911,73.9322392560751,1.5482371697096613,162736800.0,,80.70979743119412,0.5055569600184524,80.96749877929688,80.96749877929688
2020-01-31,80.23249816894531,80.66999816894531,77.07250213623047,77.37750244140625,199588400.0,79.21800079345704,78.12362518310547,,,78.79310475029736,,,,,51.94759813967017,81.98900614588779,78.12362518310547,74.25824422032316,1.7158628463780001,173346960.0,,79.08248491889499,-0.3033606350415813,77.37750244140625,77.37750244140625
2020-02-03,76.07499694824219,78.37249755859375,75.55500030517578,77.16500091552734,173788400.0,79.20350036621093,78.26400032043458,,,78.54262723725581,,,,,51.20070224947702,81.75819533941113,78.26400032043458,74.76980530145802,1.7945510183094266,175716640.0,,77.88208238472834,-0.6435750313217725,77.16500091552734,77.16500091552734
2020-02-04,78.82749938964844,79.91000366210938,78.40750122070312,79.7125015258789,136616400.0,79.26150054931641,78.5021255493164,,,78.72260789704399,,,,,58.840793092975055,81.69676039705422,78.5021255493164,75.30749070157859,1.8624404274717554,170593120.0,,78.61341853478069,-0.12212271953477005,79.7125015258789,79.7125015258789
2020-02-05,80.87999725341797,81.19000244140625,79.73750305175781,80.36250305175781,118826800.0,79.11700134277343,78.79037551879883,,,78.97489945930765,,,,,60.53842724389734,81.5319674112332,78.79037551879883,76.04878362636445,1.8349447480471546,151112640.0,,79.53121082517703,0.27227809733648567,80.36250305175781,80.36250305175781
2020-02-06,80.64250183105469,81.30500030517578,80.06500244140625,81.30249786376953,105425600.0,79.18400115966797,79.06562538146973,,,79.33299152153255,,,,,62.920251167174435,81.65096246756815,79.06562538146973,76.48028829537131,1.7924485420273244,146849120.0,,80.63655639565994,0.5882293935598544,81.30249786376953,81.30249786376953
2020-02-07,80.59249877929688,80.8499984741211,79.5,80.00749969482422,117684000.0,79.71000061035156,79.19562530517578,,,79.43676200973127,78.3119233938364,,,,57.748863607105804,81.69440865433421,79.19562530517578,76.69684195601735,1.7931663507231963,130468240.0,,80.54828452142178,0.3316577949786233,80.00749969482422,80.00749969482422
2020-02-10,78.54499816894531,80.38749694824219,78.4625015258789,80.38749694824219,109348800.0,80.35449981689453,79.33587532043457,,,79.58302892334834,78.46566958305164,,,,58.81844866728145,81.77081120162649,79.33587532043457,76.90093943924265,1.8025827129832024,117580320.0,,80.6062680196258,0.22786338218475644,80.38749694824219,80.38749694824219
2020-02-11,80.9000015258789,80.9749984741211,79.67749786376953,79.90249633789062,94323200.0,80.39249877929687,79.36900024414062,,,79.63217775635485,78.5721011945212,,,,56.84064823744747,81.81581390304079,79.36900024414062,76.92218658524045,1.7665054199380852,109121680.0,,80.31637940854316,0.03149943891444015,79.90249633789062,79.90249633789062
2020-02-12,80.36750030517578,81.80500030517578,80.36750030517578,81.80000305175781,113730400.0,80.67999877929688,79.55050048828124,,,79.965689340263,78.81120503579798,,,,62.19647928979606,82.14849230153906,79.55050048828124,76.95250867502342,1.7762196018914476,108102400.0,,81.15489033746594,0.3375686775401421,81.80000305175781,81.80000305175781
2020-02-13,81.04750061035156,81.55500030517578,80.8375015258789,81.21749877929688,94747600.0,80.66299896240234,79.71962547302246,,,80.15827540780667,78.9894490167979,,,,59.74540246287785,82.28912660496452,79.71962547302246,77.1501243410804,1.7180968821762659,105966800.0,,81.33965110173496,0.2796143581255655,81.21749877929688,81.21749877929688
