Date,Open,High,Low,Close,Volume,MA5,MA20,MA50,MA200,EMA12,EMA26,MACD,MACD_Signal,MACD_Hist,RSI,Upper,Middle,Lower,ATR,Volume_MA5,CRSI,Kalman_Price,Kalman_Trend,FFT_21,FFT_63
2020-01-02,67.07749938964844,68.40699768066406,67.07749938964844,68.36849975585938,28132000.0,,,,,,,,,,,,,,,,,68.36849975585938,0.0,68.36849975585938,68.36849975585938
2020-01-03,67.39299774169922,68.625,67.2771987915039,68.03299713134766,23728000.0,,,,,,,,,,,,,,,,,68.07364099591976,-0.23639794833773486,68.03299713134766,68.03299713134766
2020-01-06,67.5,69.82499694824219,67.5,69.71050262451172,34646000.0,,,,,,,,,,,,,,,,,69.30680061051183,0.5898745307606191,69.71050262451172,69.71050262451172
2020-01-07,69.89700317382812,70.14949798583984,69.51899719238281,69.66699981689453,30054000.0,,,,,,,,,,,,,,,,,69.73841612658727,0.5198561017262096,69.66699981689453,69.66699981689453
2020-01-08,69.60399627685547,70.5790023803711,69.54199981689453,70.21600341796875,30560000.0,69.19900054931641,,,,,,,,,,,,,,29424000.0,,70.23195861414042,0.5095601270389926,70.21600341796875,70.21600341796875
2020-01-09,71.02850341796875,71.36650085449219,70.51349639892578,70.99150085449219,30018000.0,69.72360076904297,,,,,,,,,,,,,,29801200.0,,70.88746987291151,0.5643683074724072,70.99150085449219,70.99150085449219
2020-01-10,71.37799835205078,71.74645233154297,70.9175033569336,71.48650360107422,36414000.0,70.41430206298828,,,,,,,,,,,,,,32338400.0,,71.4714322999788,0.5717080319117982,71.48650360107422,71.48650360107422
2020-01-13,71.80650329589844,72.0260009765625,71.3010025024414,71.96150207519531,33046000.0,70.864501953125,,,,,,,,,,,,,,32018400.0,,71.99757196933602,0.5545254400782983,71.96150207519531,71.96150207519531
2020-01-14,71.95050048828125,72.08999633789062,71.41850280761719,71.54399871826172,31178000.0,71.23990173339844,,,,,,,,,,,,,,32243200.0,,71.99134768069547,0.3421023829792548,71.54399871826172,71.54399871826172
2020-01-15,71.510498046875,72.06974792480469,71.510498046875,71.95999908447266,25654000.0,71.58870086669921,,,,,,,,,,,,,,31262000.0,,72.12583019930213,0.2633268941286684,71.95999908447266,71.95999908447266
2020-01-16,72.37200164794922,72.59950256347656,72.0459976196289,72.58499908447266,23474000.0,71.90740051269532,,,,,,,,,,,,,,29953200.0,,72.49803328069424,0.30464032712876976,72.58499908447266,72.58499908447266
2020-01-17,73.14550018310547,74.06475067138672,72.91100311279297,74.01950073242188,47924000.0,72.41399993896485,,,,70.87858390808105,,,,,,,,,,32255200.0,,73.47910783142052,0.5612477282257395,74.01950073242188,74.01950073242188
2020-01-21,73.95600128173828,74.59249877929688,73.55999755859375,74.22000122070312,40734000.0,72.8656997680664,,,,71.39264811002292,,,,,,,,,,33792800.0,,74.1402093131053,0.5991205320882617,74.22000122070312,74.22000122070312
2020-01-22,74.55000305175781,75.16069793701172,74.24649810791016,74.29750061035156,32216000.0,73.41640014648438,,,,71.83954849468887,,,,,,,,,,34000400.0,,74.49376673717451,0.5059888348031134,74.29750061035156,74.29750061035156
2020-01-23,74.38200378417969,74.7760009765625,74.1050033569336,74.3324966430664,27024000.0,73.89089965820312,,,,72.22307897905465,,,,,89.4600070872366,,,,1.0027814592633928,34274400.0,,74.62891959407663,0.36534721462229847,74.3324966430664,74.3324966430664
2020-01-24,74.67949676513672,74.77474975585938,73.26249694824219,73.33550262451172,35692000.0,74.04100036621094,,,,72.39422107835574,,,,,78.33090498601231,,,,1.0391722698600925,36718000.0,,74.07240964302392,0.015724444281756733,73.33550262451172,73.33550262451172
2020-01-27,71.55000305175781,71.90350341796875,71.05999755859375,71.69499969482422,35104000.0,73.5761001586914,,,,72.28664855781243,,,,,64.18224677593955,,,,1.127481755292798,34154000.0,,72.75815850671529,-0.48868448327572184,71.69499969482422,71.69499969482422
2020-01-28,72.1500015258789,72.80000305175781,71.62349700927734,72.62799835205078,31548000.0,73.25769958496093,,,,72.33916391077217,,,,,67.75004227108664,,,,1.1309834900919173,32316800.0,,72.46872241149417,-0.41311699092009824,72.62799835205078,72.62799835205078
2020-01-29,72.94000244140625,73.27149963378906,72.33699798583984,72.93150329589844,21554000.0,72.98450012207032,,,,72.43029304694544,,,,,68.83747811438117,,,,1.1169490727960103,30184400.0,,72.54238196440352,-0.22850073942572352,72.93150329589844,72.93150329589844
2020-01-30,71.99800109863281,72.86399841308594,71.81999969482422,72.79199981689453,26788000.0,72.67640075683593,71.83875045776367,,,72.48594024232221,,,,,67.7073843395543,75.51565068664829,71.83875045776367,68.16185022887905,1.1165601105301681,30137200.0,,72.57959358843448,-0.12772595280539506,72.79199981689453,72.79199981689453
